X,Y,OBJECTID,FOLIO,ID,NAME,GSRATING,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE
-8936008.252,2976172.52,123,5.3119E+11,6521,Miami Springs Middle,2, ,150 S ROYAL POINCIANA BLVD, ,Miami Springs,33166,305-888-6457,M,8-Jun,1607,1197,C,25.81489,-80.27353,895154.1877,539070.938,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8938362,2978088.398,80,5.3013E+11,7511,Miami Springs Senior High,4, ,751 Dove Ave, ,Miami Springs,33166,305-885-3585,S,12-Sep,2105,1676,C,25.83038,-80.29467,888168.0289,544663.9013,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:53:32+00
-8950555.965,2962165.402,111,3.04926E+12,7532,Miami Sunset Adult Education,, ,13125 SW 72ND ST, ,Miami-Dade,33183,305-365-4255,O, ,0,0, ,25.70156,-80.40422,852348.1958,497666.1968,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:06:23+00
-8950555.965,2962165.402,110,3.04926E+12,7531,Miami Sunset Senior High,3, ,13125 SW 72ND ST, ,Miami-Dade,33183,305-385-4255,S,12-Sep,2821,1605,S,25.70156,-80.40422,852348.1958,497666.1968,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:07:28+00
-8926759.373,2973066.667,436,1.3231E+11,7001,Miami-Dade Online Academy,8, ,1501 NE 2ND AVENUE #336,336,Miami,33132,305-995-1257,S,K-12,0,300,AC,25.78977,-80.19044,922543.4829,530100.6365,ABREUI,2018/05/31 09:32:49+00,ABREUI,2018/05/31 09:32:49+00
-8926327.394,2978872.937,133,1.32181E+11,3501,Morningside K-8 Center,6, ,6620 NE 5TH AVE, ,Miami,33138,305-758-6741,E,PK-7,666,491,C,25.83672,-80.18656,923714.875,547174.8752,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8933637.574,2990963.265,135,3.42109E+12,3581,Myrtle Grove K-8 Center,5, ,3125 NW 176TH ST, ,Miami Gardens,33056,305-624-8431,E,PK-7,522,625,N,25.93443,-80.25223,901912.7076,582561.9857,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:15:27+00
-8932270.738,2987191.568,252,8.2122E+11,5971,Nathan B. Young Elementary,5, ,14120 NW 24TH AVE, ,Opa-Locka,33054,305-685-7204,E,PK-5,482,322,N,25.90396,-80.23995,906012.2624,571508.9243,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:16:07+00
-8933068.982,2983270.517,325,3.02133E+12,8211,Nathaniel Traz Powell Football Stadium,, ,11380 NW 27TH AVE, ,Miami-Dade,33167,305-688-5490,O, ,0,0, ,25.87227,-80.24712,903721.0754,559977.4652,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:19:15+00
-8923974.586,2987383.172,137,6.222E+11,3661,Natural Bridge Elementary,6, ,1650 NE 141ST ST, ,North Miami,33181,305-891-8649,E,PK-5,708,678,N,25.90551,-80.16542,930507.9724,572220.6253,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:57:18+00
-8920537.984,2976227.032,124,2.3222E+11,6541,Nautilus Middle,4, ,4301 N Michigan Ave, ,Miami Beach,33140,305-532-3481,M,8-Jun,1048,1039,N,25.81533,-80.13455,940872.4946,539507.76,,1970/01/01 00:00:00+00,ABREUI,2017/01/05 09:59:47+00
-8959041.389,2934143.302,390,1.07813E+12,921,Neva King Cooper Educational Center,4, ,151 NW 5TH ST, ,Homestead,33030,305-247-4307,SPC,PK-12,0,103,S,25.47452,-80.48044,827571.3128,415044.609,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:03:36+00
-8927067.137,2971411.438,2,1.01091E+11,7901,New World School of the Arts,8, ,25 NE 2ND ST, ,Miami,33132,305-237-3135,S,12-Sep,420,510,C,25.77638,-80.19321,921663.5625,525228.625,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:36:55+00
-8929644.202,2993119.319,138,3.42102E+12,3701,Norland Elementary,6, ,19340 NW 8TH CT, ,Miami Gardens,33169,305-652-6074,E,PK-5,678,651,N,25.95185,-80.21636,913664.5299,588961.3014,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:13:27+00
-8930347.385,2993008.177,125,3.42101E+12,6571,Norland Middle,3, ,1235 NW 192ND TER, ,Miami Gardens,33169,305-653-1210,M,8-Jun,1575,935,N,25.95095,-80.22267,911590.7503,588622.6246,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8955943.988,2953574.688,231,3.0592E+12,125,Norma Butler Bossard Elementary,8, ,15950 SW 144TH ST, ,Miami-Dade,33196,305-254-5200,E,PK-5,1032,1145,S,25.63201,-80.45262,836514.9035,472316.7924,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:15:24+00
-8919271.057,2992239.342,195,3.12211E+12,92,Norman S. Edelcup/Sunny Isles Beach K-8,9, ,201 182ND DR, ,Sunny Isles Beach,33160,305-933-6161,E,PK-8,1733,2123,N,25.94474,-80.12317,944302.4451,586571.853,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:21:51+00
-8920105.148,2976120.436,14,2.3222E+11,3741,North Beach Elementary,10, ,4100 PRAIRIE AVE, ,Miami Beach,33140,305-531-7666,E,PK-5,887,1038,N,25.81447,-80.13067,942153.7395,539202.8791,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:22:29+00
-8933922.863,2994623.72,144,3.41133E+12,3821,North County K-8 Center,3, ,3250 NW 207TH ST, ,Miami Gardens,33056,305-624-9648,E,PK-8,652,404,N,25.964,-80.25479,901009.2815,593304.0698,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:23:31+00
-8931122.765,2988724.831,65,3.42115E+12,5131,North Dade Center For Modern Languages Elementary,9, ,1840 NW 157TH ST, ,Miami Gardens,33054,305-625-3885,E,5-Jan,436,381,N,25.91635,-80.22964,909375.8584,576031.7616,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 08:15:54+00
-8931341.974,2988776.854,126,3.42115E+12,6591,North Dade Center Middle,2, ,1840 NW 157TH ST, ,Miami Gardens,33054,305-624-8415,M,8-Jun,794,712,N,25.91677,-80.23161,908727.6874,576180.7395,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 08:13:41+00
-8937055.964,2990894.256,145,3.02107E+12,3861,North Glade Elementary,6, ,5000 NW 177TH ST, ,Miami-Dade,33055,305-624-3608,E,PK-5,526,302,N,25.93388,-80.28294,891821.6934,582302.9301,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:27:44+00
-8935884.797,2981897.084,146,4.3105E+11,3901,North Hialeah Elementary,7, ,4251 E 5TH AVE, ,Hialeah,33013,305-681-4611,E,PK-5,790,512,N,25.86117,-80.27242,895425.9233,555895.4846,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:28:26+00
-8925963.87,2986323.19,117,6.223E+11,7592,North Miami Adult Education,, ,13110 NE 8TH AVE, ,North Miami,33161,305-981-6774,O, ,0,0, ,25.89694,-80.1833,924652.8735,569070.3137,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8925075.709,2990376.237,112,3.02208E+12,7541,North Miami Beach Senior High,2, ,1247 NE 167TH ST, ,Miami-Dade,33162,305-949-8381,S,12-Sep,2595,1709,N,25.92969,-80.17532,927200.9807,580989.9458,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:33:27+00
-8926286.414,2987801.837,147,6.2219E+11,3941,North Miami Elementary,5, ,655 NE 145TH ST, ,North Miami,33161,305-949-0998,E,PK-5,764,468,N,25.90889,-80.18619,923673.3624,573407.3384,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:36:02+00
-8926107.182,2986770.262,128,6.2219E+11,6631,North Miami Middle,3, ,700 NE 137TH ST, ,North Miami,33161,305-891-5611,M,8-Jun,1054,980,N,25.90056,-80.18458,924221.4684,570380.827,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:52:21+00
-8925963.87,2986323.19,116,6.223E+11,7591,North Miami Senior High,3, ,13110 NE 8TH AVE, ,North Miami,33161,305-891-6590,S,12-Sep,2789,2575,N,25.89694,-80.1833,924652.8735,569070.3136,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:42:54+00
-8922115.08,2988740.611,316,6.2216E+11,8231,North Miami Stadium - Ronald L Book Athletic Stadium,, ,2555 NE 151st St, ,North Miami,33160,305-895-9840,O, ,0,0, ,25.91648,-80.14872,935973.343,576242.6229,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:47:02+00
-8935426.622,2983601.012,306,4.2132E+11,9571,North Region Office,, ,733 E 57TH ST, ,Hialeah,33013,305-687-6565,A, ,0,0, ,25.87494,-80.2683,896751.5338,560909.0157,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:48:01+00
-8938541.284,2985496.085,28,4.2025E+11,3981,North Twin Lakes Elementary,7, ,625 W 74TH PL, ,Hialeah,33014,305-822-0721,E,PK-5,569,487,N,25.89026,-80.29628,887521.6642,566425.6091,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:48:52+00
-8930881.947,2993604.281,29,3.42102E+12,4001,Norwood Elementary,5, ,19810 NW 14TH CT, ,Miami Gardens,33169,305-653-0068,E,PK-5,542,522,N,25.95577,-80.22747,910002.4425,590363.3586,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:53:50+00
-8926056.006,2989027.586,30,3.02218E+12,4021,Oak Grove Elementary,6, ,15640 NE 8TH AVE, ,Miami-Dade,33162,305-945-1511,E,PK-6,776,557,N,25.9188,-80.18412,924331.3495,577011.3965,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 11:56:18+00
-8922183.913,2992623.885,32,3.02204E+12,4061,Ojus Elementary,8, ,18600 W DIXIE HWY, ,Miami-Dade,33180,305-931-4881,E,KG-5,904,931,N,25.94785,-80.14934,935696.0522,587644.1768,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:00:06+00
-8954130.415,2959702.913,281,3.05904E+12,2521,Oliver Hoover Elementary,9, ,9050 HAMMOCKS BLVD, ,Miami-Dade,33196,305-385-4382,E,PK-5,1026,716,S,25.68163,-80.43632,841805.7755,490374.7441,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:01:06+00
-8955625.542,2959097.31,282,3.05905E+12,2521,Oliver Hoover Elementary PLC-U,9, ,15700 SW 96TH ST, ,Miami-Dade,33196,305-383-0915,PLC,PK-KG,0,0,S,25.67673,-80.44975,837389.8385,488574.1428,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:01:46+00
-8944898.851,2966084.382,34,3.04017E+12,4091,Olympia Heights Elementary,4, ,9797 SW 40TH ST, ,Miami-Dade,33165,305-221-3821,E,PK-5,642,512,S,25.73328,-80.35339,869025.721,509272.8234,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:02:25+00
-8929943.736,2977766.698,36,1.31141E+11,4171,Orchard Villa Elementary,3, ,5720 NW 13TH AVE, ,Miami,33142,305-754-0607,E,PK-5,723,394,C,25.82778,-80.21905,913048.7508,543859.0394,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:11:35+00
-8930070.635,2975493.382,417,1.3122E+11,8012,Pace Center for Girls,, ,1400 NW 36th St, ,Miami-Dade,33142,786-254-2460,O,12-Jun,0,37,AC,25.8094,-80.22019,912713.3752,537175.1873,ABREUI,2016/12/22 16:49:18+00,ABREUI,2016/12/22 16:52:07+00
-8940769.376,2985517.18,38,4.2026E+11,4241,Palm Lakes Elementary,8, ,7450 W 16TH AVE, ,Hialeah,33014,305-823-6970,E,PK-5,968,688,N,25.89043,-80.3163,880940.9195,566452.7794,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:14:15+00
-8936843.632,2984227.551,39,4.2131E+11,4261,Palm Springs Elementary,8, ,6304 E 1ST AVE, ,Hialeah,33013,305-822-0911,E,PK-5,970,604,N,25.88001,-80.28103,892555.915,562726.47,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:22:10+00
-8939535.24,2983462.365,161,4.2036E+11,6681,Palm Springs Middle,4, ,1025 W 56TH ST, ,Hialeah,33012,305-821-2460,M,8-Jun,1395,1014,N,25.87382,-80.30521,884617.7484,560435.7738,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:23:05+00
-8942736.565,2990987.295,40,3.0201E+12,4281,Palm Springs North Elementary,8, ,17615 NW 82ND AVE, ,Miami-Dade,33015,305-821-4631,E,PK-5,1017,1032,N,25.93463,-80.33397,875049.4574,582487.5888,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:24:03+00
-8942736.565,2990987.295,41,3.0201E+12,4281,Palm Springs North Elementary PLC-X,8, ,17615 NW 82ND AVE, ,Miami-Dade,33015,305-817-8910,PLC,PK,0,0,N,25.93463,-80.33397,875049.4574,582487.5888,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:24:18+00
-8940497.588,2956405.024,37,3.05014E+12,4221,Palmetto Elementary,10, ,12401 SW 74TH AVE, ,Pinecrest,33156,305-238-4306,E,PK-5,682,573,S,25.65493,-80.31385,882189.3309,480860.4422,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:33:25+00
-8940358.039,2956084.904,162,3.05014E+12,6701,Palmetto Middle,7, ,7351 SW 128TH ST, ,Pinecrest,33156,305-238-3911,M,8-Jun,1282,1066,S,25.65233,-80.3126,882607.18,479920.4301,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 12:34:06+00
-8931657.722,2991100.407,42,3.4211E+12,4301,Parkview Elementary,5, ,17631 NW 20TH AVE, ,Miami Gardens,33056,305-625-1591,E,PK-5,436,312,N,25.93554,-80.23445,907755.4998,582998.4374,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8932245.421,2990964.898,163,3.4211E+12,8901,Parkway Educational Complex,, MLTC,2349 NW 175TH ST, ,Miami Gardens,33056,305-624-9613,O,8,0,0,N,25.93445,-80.23973,906022.7503,582590.4372,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8930479.297,2992324.801,43,3.42102E+12,4341,Parkway Elementary,5, ,1320 NW 188TH ST, ,Miami Gardens,33169,305-653-0066,E,PK-5,540,336,N,25.94543,-80.22386,911213.2504,586613.9371,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8928203.177,2973889.543,409,1.31251E+11,1441,Paul Laurence Dunbar K-8 Center,3, ,505 NW 20TH ST, ,Miami,33127,305-573-2344,E,PK-7,788,356,C,25.79642,-80.20342,918261.0621,532493.6877,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8948758.42,2970512.974,219,3.04901E+12,6041,Paul W. Bell Middle,6, ,11800 NW 2ND ST, ,Miami-Dade,33182,305-220-2075,M,8-Jun,1007,506,S,25.76911,-80.38806,857551.5363,522241.7002,,1970/01/01 00:00:00+00,ABREUI,2016/11/10 12:11:18+00
-8927619.712,2973532.139,249,1.31361E+11,5931,Phillis Wheatley Elementary,3, ,1801 NW 1ST PL, ,Miami,33136,305-573-2638,E,PK-5,620,254,C,25.79353,-80.19817,919992.0473,531453.4826,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:07:11+00
-8925666.355,2981135.704,132,1.32071E+11,3431,Phyllis Ruth Miller Elementary,6, ,840 NE 87TH ST, ,Miami,33138,305-756-3800,E,PK-5,731,592,C,25.85502,-80.18063,925626.6373,553836.1594,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:07:53+00
-8946766.277,2951330.093,48,3.0503E+12,4441,Pine Lake Elementary,5, ,16700 SW 109TH AVE, ,Miami-Dade,33157,305-233-7018,E,PK-5,638,410,S,25.61382,-80.37017,863710.0282,465829.748,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:09:11+00
-8947964.62,2945231.929,49,3.06018E+12,4461,Pine Villa Elementary,5, ,21799 SW 117TH CT, ,Miami-Dade,33170,305-258-5366,E,PK-5,834,271,S,25.56442,-80.38094,860246.4857,447855.9442,,1970/01/01 00:00:00+00,ABREUI,2016/12/13 11:25:38+00
-8937263.229,2959031.667,47,3.05001E+12,4421,Pinecrest Elementary,10, ,10250 SW 57TH AVE, ,Pinecrest,33156,305-667-5579,E,PK-5,1110,979,S,25.67619,-80.2848,891718.7305,488640.947,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:12:56+00
-8931705.256,2978784.55,51,3.03115E+12,4501,Poinciana Park Elementary,4, ,6745 NW 23RD AVE, ,Miami-Dade,33147,305-691-5640,E,PK-5,796,339,C,25.83601,-80.23487,907826.0966,546819.7283,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:17:28+00
-8935832.629,2964002.905,164,3.4129E+11,6741,Ponce de Leon Middle,5, ,5801 AUGUSTO ST, ,Coral Gables,33146,305-661-1611,M,8-Jun,1264,1206,C,25.71643,-80.27195,895870.8651,503289.9836,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:18:04+00
-8943913.055,2964057.739,300,3.04021E+12,9013,Pre-K Intervention,,FDLRS - South,5555 SW 93RD AVE, ,Miami-Dade,33165,305-271-5701,SPC,PK,0,356,AC,25.71688,-80.34454,871970.5845,503326.0709,,1970/01/01 00:00:00+00,ABREUI,2017/01/04 09:47:19+00
-8943913.055,2964057.739,288,3.04021E+12,9614,Pre-K SPED,,FDLRS - South,5555 SW 93RD AVE, ,Miami-Dade,33165,305-271-5701,SPC,PK,0,204, ,25.71688,-80.34454,871970.5845,503326.0709,,1970/01/01 00:00:00+00,ABREUI,2017/01/04 09:47:36+00
-8931371.501,2988513.064,401,3.42115E+12,4541,Rainbow Park Elementary,4, ,15355 NW 19TH AVE, ,Miami Gardens,33054,305-688-4631,E,PK-5,560,399,N,25.91464,-80.23187,908645.0411,575405.5385,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:52:27+00
-8956008.145,2942113.011,402,3.0692E+12,4581,Redland Elementary,6, ,24501 SW 162ND AVE, ,Miami-Dade,33031,305-247-8141,E,PK-5,903,831,S,25.53914,-80.4532,836464.1254,438564.4275,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:54:43+00
-8955885.226,2941815.074,166,3.0692E+12,6761,Redland Middle,3, ,16001 SW 248TH ST, ,Miami-Dade,33031,305-247-6112,M,8-Jun,1245,494,S,25.53672,-80.45208,836831.833,437688.2399,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 10:55:46+00
-8960268.513,2935231.267,403,1.07812E+12,4611,Redondo Elementary,6, ,18480 SW 304TH ST, ,Homestead,33030,305-247-5943,E,PK-5,789,614,S,25.48335,-80.49146,823922.3697,418237.1336,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:00:20+00
-8932788.363,2985264.834,322,3.02128E+12,9251,Region Maintenance Center 1 & 2,,Main Center,12525 NW 28 AVENUE, ,Miami-Dade,33167,305-995-7900,A, ,0,0, ,25.88839,-80.24461,904516.2657,565840.8004,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:22:37+00
-8932812.876,2980858.623,320,3.03109E+12,9271,Region Maintenance Center 3,, ,2780 NW 87 STREET, ,Miami-Dade,33147,305-835-1000,A, ,0,0, ,25.85278,-80.24482,904518.3204,552895.4953,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:29:13+00
-8932599.129,2975950.301,319,3.03121E+12,9281,Region Maintenance Center 4,, ,2925 NW 41 STREET, ,Miami-Dade,33142,305-995-4300,A, ,0,0, ,25.81309,-80.24291,905232.8621,538474.5812,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8948059.747,2952808.742,277,3.0503E+12,9264,Region Maintenance Center 5,, ,15301 SW 117 AVENUE, ,Miami-Dade,33177,305-235-4285,A, ,0,0, ,25.6258,-80.38179,859860.7761,470164.7532,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:42:03+00
-8955624.566,2941874.93,274,3.0692E+12,9261,Region Maintenance Center 6,, ,24600 SW 159th Ave, ,Miami-Dade,33031,305-248-3016,A, ,0,0, ,25.53721,-80.44975,837603.1981,437867.7604,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:44:01+00
-8945589.968,2953288.107,168,3.0502E+12,6781,Richmond Heights Middle,3, ,15015 SW 103RD AVE, ,Miami-Dade,33176,305-238-2316,M,8-Jun,960,628,S,25.62968,-80.3596,867164.2902,471610.609,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:53:38+00
-8929343.596,2970795.279,405,1.4102E+11,4681,Riverside Elementary,4, ,1190 SW 2ND ST, ,Miami,33130,305-547-1520,E,PK-5,856,1224,C,25.7714,-80.21366,914944.5675,523376.2768,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:55:19+00
-8945821.867,2964859.868,414,3.0402E+12,6801,Riviera Middle,5, ,10301 SW 48TH ST, ,Miami-Dade,33165,305-226-4286,M,8-Jun,1035,590,S,25.72337,-80.36169,866313.5362,505657.8722,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:54:12+00
-8948981.514,2949518.357,298,3.05936E+12,8911,Robert Morgan Educational Center and Technical College,, ,18180 SW 122ND AVE, ,Miami-Dade,33177,305-253-9920,O, ,0,0,S,25.59915,-80.39007,857177.0096,460464.8771,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:57:53+00
-8948981.514,2949518.357,92,3.05936E+12,7371,Robert Morgan Educational Center Senior High,6, ,18180 SW 122ND AVE, ,Miami-Dade,33177,305-253-9920,S,12-Sep,1935,2306,S,25.59915,-80.39007,857177.0096,460464.8771,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:58:00+00
-8932155.852,2994748.237,295,3.41134E+12,8151,Robert Renick Education Center,1, ,2201 NW 207TH ST, ,Miami Gardens,33056,305-624-1171,SPC,K-12,0,104,N,25.96501,-80.23892,906222.6186,593699.6141,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:58:55+00
-8945174.277,2949890.102,134,3.05032E+12,3541,Robert Russa Moton Elementary,6, ,18050 HOMESTEAD AVE, ,Miami-Dade,33157,305-235-3612,E,PK-5,715,373,S,25.60216,-80.35587,868443.2862,461612.7445,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:00:10+00
-8944116.952,2967414.193,343,3.04016E+12,4721,Rockway Elementary,5, ,2790 SW 93RD CT, ,Miami-Dade,33165,305-221-1192,E,PK-5,554,397,C,25.74404,-80.34637,871318.6298,513195.2608,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:06:27+00
-8944262.752,2967220.472,272,3.04016E+12,6821,Rockway Middle,6, ,9393 SW 29TH TER, ,Miami-Dade,33165,305-221-8212,M,8-Jun,1344,1006,C,25.74247,-80.34768,870890.316,512623.4041,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:06:46+00
-8947447.932,2976777.942,427,3.53019E+12,7241,Ronald Reagan South Campus (3rd Floor ),7,Former Doral Middle,5005 NW 112TH AVE, ,Doral,33178,305-805-1900,S,9,2494,2198,C,25.81978,-80.37629,861338.5807,540676.8769,,1970/01/01 00:00:00+00,T0140179,2018/10/30 13:36:48+00
-8946909.068,2980835.142,180,3.53007E+12,7241,Ronald W. Reagan/Doral Senior High,7, ,8600 NW 107TH AVE, ,Doral,33178,305-805-1900,S,12-Sep,2494,2198,C,25.85259,-80.37145,862873.9827,552607.2081,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:09:09+00
-8950700.529,2964727.462,344,3.04923E+12,4741,Royal Green Elementary,9, ,13047 SW 47TH ST, ,Miami-Dade,33175,305-221-4452,E,PK-5,744,544,S,25.7223,-80.40552,851886.6421,505201.0369,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:10:12+00
-8947490.543,2965583.389,345,3.04019E+12,4761,Royal Palm Elementary,10, ,4200 SW 112TH CT, ,Miami-Dade,33165,305-221-7961,E,PK-5,576,529,S,25.72923,-80.37667,861368.3665,507762.4126,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:11:56+00
-8945006.725,2970813.549,338,3.04005E+12,6121,Ruben Dario Middle,4, ,350 NW 97TH AVE, ,Miami-Dade,33172,305-226-0179,M,8-Jun,1034,601,C,25.77154,-80.35436,868638.616,523178.3934,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:15:53+00
-8920265.515,2984738.551,237,1.32227E+12,241,Ruth K. Broad/Bay Harbor K-8 Center,10, ,1155 93RD ST, ,Bay Harbor Islands,33154,305-865-7912,E,PK-8,990,1303,N,25.88414,-80.13211,941512.5348,564523.6005,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 09:42:09+00
-8947070.761,2961764.765,296,3.04031E+12,8181,Ruth Owens Kruse Educational Center,1, ,11001 SW 76TH ST, ,Miami-Dade,33173,305-270-8699,SPC,K-12,0,165,S,25.69832,-80.3729,862663.159,496535.2413,,1970/01/01 00:00:00+00,ABREUI,2016/12/13 13:14:37+00
-8929220.774,2974904.764,347,1.3126E+11,4841,Santa Clara Elementary,3, ,1051 NW 29TH TER, ,Miami,33127,305-635-1417,E,PK-5,713,559,C,25.80463,-80.21255,915235.4376,535459.9377,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8926655.478,2973067.014,301,1.3231E+11,9015,School Board Adm - Annex,, ,1500 Biscayne Blvd, ,Miami,33132,305-995-1106,A, ,0,0, ,25.78977,-80.18951,922850.5848,530103.5472,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 10:12:09+00
-8926824.146,2972976.836,302,1.31361E+11,9015,School Board Adm - Main Building,, ,1450 NE 2ND AVE, ,Miami,33132,305-995-1106,A, ,0,0, ,25.78904,-80.19102,922353.6405,529835.3682,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8926840.119,2973127.719,309,1.31361E+11,9015,School Board Adm -Garage,, ,115 NE 15 ST, ,Miami,33132,305-995-4576,A, ,0,0, ,25.79026,-80.19117,922303.702,530278.6553,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:20:33+00
-8958373.238,2934104.592,113,1.07918E+12,7551,School For Advanced Studies Homestead,10,Homestead,500 COLLEGE TER, ,Homestead,33030,305-237-5062,S,12-Nov,0,113,S,25.47421,-80.47443,829551.8937,414938.283,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:21:18+00
-8932905.92,2983971.074,270,3.02133E+12,7061,School For Advanced Studies North,10,Room 111,11380 NW 27TH AVE,Room 1111 ,Miami-Dade,33167,305-237-1089,S,12-Nov,0,104,S,25.87793,-80.24566,904190.9107,562038.3003,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 14:08:12+00
-8947208.626,2958903.683,106,3.05006E+12,7091,School For Advanced Studies South,10,South MDC-Kendall,11011 SW 104TH ST, ,Miami-Dade,33176,305-237-0510,S,12-Nov,0,224,S,25.67516,-80.37414,862295.1961,488115.131,,1970/01/01 00:00:00+00,ABREUI,2017/01/05 08:50:35+00
-8948368.746,2975362.017,415,3.5303E+12,7261,School For Advanced Studies West,10,West Campus,3800 NW 115th Ave, ,Doral,33178,305-237-8000,A,  ,0,0, ,25.80833,-80.38456,858636.9374,536502.375,ABREUI,2016/06/15 14:31:41+00,ABREUI,2016/12/28 12:35:50+00
-8927067.137,2971411.438,264,1.01091E+11,7041,School For Advanced Studies Wolfson,10,Wolfson,25 NE 2ND ST, ,Miami,33132,305-237-7270,S,12-Nov,0,112,S,25.77638,-80.19321,921663.5625,525228.625,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:36:40+00
